Company,Rating,Reviews,Service_Type,Headquarters
Fragomen Immigration Services,3.4,228,Travel & Tourism,Kochi
ICPA Health Products,3.2,229,Healthcare,Mumbai
Scyo Decision Services,4.5,229,Analytics & KPO,Chennai
Matix Fertilisers & Chemicals,3.7,228,Agro Chemicals,Durgapur
Centaur Billing,3.8,228,Analytics & KPO,Chennai
Marine Electricals,3.6,228,Industrial Automation,Mumbai
Man Industries,3.4,229,Iron & Steel,Mumbai
ExpertCallers,3.4,228,BPO,Bengaluru
SRR Projects,4.1,228,Engineering & Construction,Hyderabad
Algoworks,3.0,228,IT Services & Consulting,Noida
Colourtex,3.8,228,Chemicals,Surat
Elevate Services,3.2,228,Software Product,Gurugram
Arihant Publications,3.7,228,Printing & Publishing,New Delhi
Taggd,3.3,228,Recruitment,Gurugram
Olympus,3.8,228,Medical Equipment,Gurugram
Vensa Infrastructure,4.2,228,Real Estate,Hyderabad
Aia Engineering,4.1,228,Industrial Machinery,Ahmedabad
Government Medical College,4.1,228,Education & Training,Srinagar
Mantri Developers,3.3,228,Real Estate,Bengaluru
Marquardt,3.7,228,Auto Components,Pune
Pattern Technologies,4.3,228,Software Product,Pune
Ankura Hospital,3.7,227,Healthcare,Hyderabad
SAVA Healthcare,3.7,227,Pharma,Pune
Nyx-medical Solutions,3.6,227,Analytics & KPO,Bengaluru
Bo International,4.1,227,Beauty & Personal Care,New Delhi
EFKON INDIA,3.7,227,IT Services & Consulting,Gurugram
Google Pay,3.7,227,FinTech,Bengaluru
Ishan Technologies,3.6,227,Internet,Ahmedabad
MT Educare,2.4,227,EdTech,Mumbai
Ganit Inc,3.9,231,IT Services & Consulting,Chennai
Shri Mahavir Ferro Alloys,3.4,228,Iron & Steel,Rourkela
Knest Manufacturers,3.5,227,Metals & Mining,Pune
Keertana Finserv,3.3,228,NBFC,Hyderabad
The Mission Hospital,3.8,229,Healthcare,Durgapur
PrepLadder,2.6,227,EdTech,Chandigarh
Affluent Global Services,2.9,227,IT Services & Consulting,Hyderabad
MKCL,3.7,227,Education & Training,Pune
Forest Essentials,4.1,227,Retail,New Delhi
Wave Infratech,4.0,227,Real Estate,Noida
Unthinkable Solutions,2.9,228,IT Services & Consulting,Gurugram
Fortis Memorial Research Institute,4.1,227,Travel & Tourism,Gurugram
B4S Solutions,3.9,227,Law Enforcement & Security,Pune
Chiripal Poly Films,4.0,227,Packaging,Ahmedabad
Charak Pharma,3.5,227,Pharma,Mumbai
Kinetic Green Energy And Power Solutions,2.9,227,Power,Pune
Drools,3.5,227,FMCG,Bengaluru
Kserve Bpo,4.4,227,BPO,Mumbai
Ritu Kumar,3.9,227,Fashion & Textile,Gurugram
Teachers Insurance and Annuity Association of America,3.8,227,Financial Services,Pune
DelaPlex Software,4.2,228,IT Services & Consulting,Nagpur
ContinuServe Softech India,3.2,228,BPO,Bengaluru
HTL,3.6,228,Telecom,Chennai
Lizmontagens India,4.1,227,Engineering & Construction,Mumbai
Valenta AI Private Limited,4.3,227,Emerging Technologies,Bengaluru
ATS Homekraft,4.1,227,Real Estate,Noida
ZeMoSo Technologies,3.0,227,IT Services & Consulting,Hyderabad
Ami Polymer,3.6,227,Medical Equipment,Dadra
Steril Gene Life Sciences,3.8,226,Pharma,Puducherry
SIAC SKH India Cabs Manufacturing,3.7,226,Industrial Machinery,Faridabad
Reliance Money,4.3,227,Financial Services,Mumbai
Biotique,3.1,226,Beauty & Personal Care,Noida
Flexituff Ventures International,3.4,226,Packaging,Indore
Hyva,3.9,226,Urban Transport,Pune
Texas Instruments,3.7,226,Semiconductors,Bengaluru
Optimus Drugs,4.0,226,Pharma,Hyderabad
Nielsen Sports,3.8,226,Sports & Recreation,Bengaluru
Ritz-Carlton,4.0,226,Hospitality,Bengaluru
Successive Technologies,3.8,227,IT Services & Consulting,Noida
Meditab Software,3.2,226,Software Product,Ahmedabad
La-Gajjar Machineries,4.0,226,Electronics Manufacturing,Ahmedabad
RAXA,4.2,226,Law Enforcement & Security,New Delhi
MINISO,3.8,226,Retail,New Delhi
Busy Infotech,4.0,226,Software Product,New Delhi
Reserve Bank Information Technology,3.2,226,IT Services & Consulting,Mumbai
Kriti Industries,3.6,227,Building Material,Indore
SGB By BrandSafway,3.9,226,Engineering & Construction,Hyderabad
Mayur Uniquoters,3.9,226,Leather,Jaipur
Jagsonpal Pharmaceuticals,3.5,226,Pharma,New Delhi
AEREN IT Solutions,4.1,226,Analytics & KPO,Chandigarh
Rossari Biotech,3.7,226,Chemicals,Mumbai
King George's Medical University,4.2,225,Education & Training,Lucknow
Anand CY Myutec Automotive,3.7,225,Auto Components,Gurugram
Archwell Operations,3.4,225,IT Services & Consulting,Bengaluru
Gold's Gym,4.0,225,Fitness & Wellness,Mumbai
Beumer Group,3.9,225,Industrial Machinery,Gurugram
Nahars Engineering India,3.2,225,Auto Components,Bengaluru
Ivy Hospital,3.6,225,Healthcare,Chandigarh
Techahead Software,3.7,226,IT Services & Consulting,Noida
TLC DigiTech Private Limited,3.2,225,Hospitality,New Delhi
Dunnhumby,3.7,225,Analytics & KPO,Gurugram
Savita Oil Technologies,4.1,225,Oil & Gas,Mumbai
Ts Tech Sun India,4.0,225,Automobile,Neemrana
Cotecna Inspection India,3.6,225,Analytics & KPO,Mumbai
Amrita Vishwa Vidyapeetham,3.6,225,Education & Training,Coimbatore
VisionTek,3.6,225,Telecom,Hyderabad
INFOSEC VENTURES,3.2,225,IT Services & Consulting,Gurugram
Atidiv,2.6,225,IT Services & Consulting,Pune
Blue Cross Laboratories,3.7,225,Pharma,Mumbai
Lauren Information Technologies,3.5,225,IT Services & Consulting,Mumbai
IPCS GLOBAL SOLUTIONS PVT LTD,4.4,225,Education & Training,Kochi
Navitas Life Sciences,3.6,225,Clinical Research,Chennai
Relevantz Technology Services,3.6,225,IT Services & Consulting,Chennai
Moreish Food,3.4,225,Food Processing,Kolkata
ARB Bearings,3.5,225,Auto Components,New Delhi
Kanoria Chemicals & Industries,3.8,224,Chemicals,Ankleshwar
SrinSoft Technologies,3.8,224,IT Services & Consulting,Chennai
Informatica Business Solutions,3.9,224,Software Product,Bengaluru
Coastal Marine Construction & Engineering,4.2,224,Engineering & Construction,Mumbai
Sankey Solutions,3.8,224,IT Services & Consulting,Mumbai
Bosch Power Tools,4.3,224,Industrial Machinery,Chennai
Ramky Group,4.3,224,Engineering & Construction,Hyderabad
Bank Muscat,4.1,224,Banking,Mumbai
TP Southern Odisha Distribution,3.5,224,Berhampur +23 other locations,
AYM Syntex,3.3,224,Fashion & Textile,Mumbai
OPG Mobility,3.1,224,Automobile,New Delhi
Mordor Intelligence,2.7,224,Analytics & KPO,Hyderabad
Integrated Personnel Services Limited,4.0,224,Recruitment,Mumbai
ASSA ABLOY,3.5,224,Real Estate,Chennai
ExcelSoft Technologies,3.4,224,IT Services & Consulting,Mysuru
Merkle,3.4,224,Mumbai +12 other locations,
Furlenco,3.3,223,Internet,Bengaluru
Vcare Call Center,3.5,223,BPO,Noida
KPR Mill,3.8,223,Fashion & Textile,Coimbatore
Petrofac Engineering India,4.6,223,Petrochemicals,Mumbai
Prozo,3.4,223,Internet,Gurugram
Nuance Communications,4.1,224,Software Product,Pune
CompuGroup Medical,3.3,223,Software Product,Noida
Jyoti Structures,3.9,223,Power,Mumbai
ZingHR,3.0,223,IT Services & Consulting,Mumbai
Religare Finvest,4.2,223,Financial Services,New Delhi
State Street Global Advisors,3.6,223,Bengaluru +6 other locations,
STMicroelectronics,4.0,223,Semiconductors,Noida
Jindal (India) Limited,4.0,223,Iron & Steel,Kolkata
Pha India,4.0,223,Auto Components,Chennai
Graviti Pharmaceuticals,3.0,223,Pharma,Hyderabad
Enser Communications,2.6,223,IT Services & Consulting,Gurugram
Garden Silk Mills,3.7,224,Fashion & Textile,Surat
Oasis Fertility,3.9,223,Healthcare,Hyderabad
Information Services Group,3.6,223,IT Services & Consulting,Bengaluru
Connectwell Industries,3.6,223,Electronics Manufacturing,Mumbai
Oxyzo Financial Services,3.4,224,Financial Services,Gurugram
South Eastern Coalfields,4.3,223,Metals & Mining,Bilaspur
Chrysalis High,3.9,223,Bengaluru +2 other locations,
BeatO,3.2,223,Fitness & Wellness,New Delhi
Sutlej Textiles and Industries,3.8,223,Fashion & Textile,Mumbai
Hicare Services,3.9,222,Facility Management Services,Mumbai
WovVTech,4.2,223,Software Product,Vadodara
Manipal Business Solutions,3.9,222,Gurugram +56 other locations,
LNV Technology,3.8,222,Industrial Machinery,Chennai
InMobi,3.0,222,Marketing & Advertising,Bengaluru
Droom,3.2,222,Internet,Gurugram
Moople Academy,4.2,222,Education & Training,Kolkata
Prakash Industries,3.8,223,Metals & Mining,Champa
Ibis,4.4,222,Hospitality,Mumbai
Mitsui O.S.K. Lines,4.0,222,Ports & Shipping,Mumbai
ABCD,4.1,222,Education & Training,Bengaluru
All India Radio,4.3,222,Government,New Delhi
Qdigi Services,3.4,223,Recruitment,Noida
American InfoSource,3.7,222,IT Services & Consulting,Vadodara
Marsh,4.1,222,Insurance,Mumbai
Blazeclan Technologies,3.7,222,IT Services & Consulting,Pune
Vishnu Chemicals,3.9,223,Chemicals,Visakhapatnam
BMW Industries,3.4,222,Iron & Steel,Kolkata
Futurism Technologies,3.8,222,IT Services & Consulting,Pune
Rubamin,4.0,222,Pharma,Vadodara
Bikaji Foods,4.1,222,Hospitality,Bikaner
Analytix Business Solutions,3.1,222,Analytics & KPO,Ahmedabad
Walter Bushnell,3.0,222,Pharma,Gurugram
SPRAY ENGINEERING DEVICES,4.2,222,Industrial Machinery,Sahibzada Ajit Singh Nagar
Hippo Homes,3.3,222,Retail,New Delhi
MEDICO Healthcare Services & Technologies,3.1,222,Healthcare,Hyderabad
Northern Arc Capital,3.7,224,NBFC,Chennai
Eazy ERP Technologies,3.8,222,IT Services & Consulting,Gurugram
CoLive,4.0,224,Real Estate,Bengaluru
Deutsche Telekom Digital Labs,3.4,222,Software Product,Gurugram
Hindustan PowerProjects,3.6,222,Power,Anuppur
VISTRA INTERNATIONAL EXPANSION,3.4,223,Other,Mumbai
OSI Digital,3.5,222,IT Services & Consulting,Hyderabad
ONLEI Technologies,4.8,221,Bengaluru +22 other locations,
Rolta India,3.3,221,IT Services & Consulting,Mumbai
Anri Solutions HR Services,4.0,221,Recruitment,New Delhi
Nuberg Engineering,3.7,221,Industrial Machinery,Noida
Laxmi-Agni Components and Forging,4.1,221,Industrial Machinery,Chhatrapati Sambhajinagar
Commerce Pundit,4.4,221,IT Services & Consulting,Ahmedabad
Mehin,4.0,221,Software Product,Mumbai
Preethi Kitchen Appliances,3.9,221,Electronics Manufacturing,Chennai
Toshiba Water Solutions,3.8,221,Waste Management,Gurugram
SITA,3.7,221,IT Services & Consulting,Gurugram
Yaantra,3.6,221,Internet,New Delhi
Verticurl,3.0,221,Coimbatore +6 other locations,
Hinduja Group,3.8,221,Automobile,Chennai
Pran Beverages India,3.8,222,Beverage,Kolkata
Absolute Barbecues,4.0,221,Hospitality,Hyderabad
Maxinfra,4.0,223,Real Estate,Hyderabad
Abante Integrated Management Services,4.2,222,Management Consulting,Gurugram
RAKS Pharma,4.0,221,Pharma,Visakhapatnam
Uni Cards,3.8,221,FinTech,Bengaluru
UL Solutions,3.9,221,"Testing, Inspection and Certification (TIC)",Bengaluru
Travel Boutique Online,3.3,221,Travel & Tourism,Gurugram
MyCaptain by Imarticus Learning,3.6,221,EdTech,Bengaluru
SkilloVilla,4.1,222,Education & Training,Bengaluru
Purnartha Investment Advisors,4.1,221,Financial Services,Pune
Providence Global Center,3.7,221,IT Services & Consulting,Hyderabad
Indo Rama Synthetics (i),3.7,220,Fashion & Textile,Nagpur
Globus Stores,3.6,220,Retail,Mumbai
Synthite Industries,4.0,220,Food Processing,Kochi
Bazar India,3.7,220,Retail,Gurugram
Emami Frank Ross,3.8,220,Retail,Kolkata
Soothe Healthcare,3.1,220,Healthcare,New Delhi
Vivifi India Finance,3.4,221,NBFC,Hyderabad
Resonance Eduventures,3.7,220,EdTech,Kota
Microlink Solutions,3.6,220,IT Services & Consulting,Ahmedabad
AWC Software,3.7,220,IT Services & Consulting,Noida
First Citizens India,3.9,220,Financial Services,Bengaluru
Spacewood,3.4,220,Furniture & Furnishing,Nagpur
Eternis Fine Chemicals,3.3,220,Chemicals,Pune
Laxmi India Finleasecap,3.8,220,Financial Services,Jaipur
Rapid Care Transcription,4.4,220,Analytics & KPO,Chennai
Milan Laboratories India Private Limited,3.7,220,Pharma,Mumbai
Gleeds Consulting (India) Pvt. Ltd,4.2,220,Real Estate,Bengaluru
Kalyani Forge,3.6,220,Iron & Steel,Pune
TEOCO Software,3.9,219,IT Services & Consulting,Kolkata
Pathfinder Business Analysis,3.5,219,Management Consulting,Coimbatore
Dr Oetker,4.0,219,Food Processing,New Delhi
Bharathi Cement,3.8,219,Building Material,Y
Galaxy Weblinks,3.9,219,IT Services & Consulting,Indore
E2logy Software Solutions,4.7,219,IT Services & Consulting,Noida
TATA MEDICAL CENTER,3.8,219,Healthcare,Kolkata
Tata CLiQ,3.0,220,Internet,Mumbai
TPI Composites,4.3,219,Industrial Machinery,Chennai
Flair Writing Instruments,3.6,219,Other,Mumbai
Satyesh Brinechem,3.1,219,Chemicals,Bhuj
Mark's,4.0,219,Telecom,Gurugram
Cleartrip,3.2,219,Travel & Tourism,Bengaluru
Root Industries,4.0,219,Auto Components,Coimbatore
ORISSA METALIKS,3.9,219,Industrial Machinery,Kharagpur
Torque Pharmaceuticals,3.9,219,Pharma,Chandigarh
Pothys,4.1,218,Fashion & Textile,Chennai
Tps Infrastructure,4.0,218,Industrial Machinery,Bhiwadi
Counsel India,4.3,218,EdTech,Noida
GENWORKS Health,3.1,218,Healthcare,Bengaluru
Orchid Chemicals & Pharmaceuticals,4.1,218,Pharma,Chennai
Akbar Travels,3.4,218,Travel & Tourism,Mumbai
Tata Housing Development Company,4.3,218,Real Estate,Mumbai
Ananth Technologies,3.8,218,Electronics Manufacturing,Hyderabad
NuSummit,3.4,219,IT Services & Consulting,Mumbai
Dr Mohan's Diabetes Specialities Centre,3.6,218,Healthcare,Chennai
SAMCO Securities,3.9,218,Financial Services,Mumbai
Tata Lockheed Martin Aerostructures,4.0,218,Defence & Aerospace,Hyderabad
Cogent,3.2,218,IT Services & Consulting,Bengaluru
Cloud Analogy,3.9,218,IT Services & Consulting,Noida
UGC Supply Chain Solutions,3.0,219,Logistics,Pune
Innovapptive,4.3,218,Software Product,Hyderabad
City Montessori School,3.5,218,Education & Training,Lucknow
M Swasth Solutions,3.3,219,Gurugram +45 other locations,
Texspin Bearings,4.0,218,Auto Components,Ahmedabad
Milk Mantra Dairy,3.7,218,Food Processing,Bhubaneswar
Chitkara University,4.2,218,Education & Training,Chandigarh
Khanna Paper Mills,3.7,218,Pulp & Paper,Amritsar
Xplore-Tech Services,3.2,219,BPO,Kolkata
Inchcape Shipping Services,3.3,219,Ports & Shipping,Chennai
Fibe,3.7,218,FinTech,Pune
Jm Frictech,3.3,218,Industrial Machinery,Chennai
Artech,3.1,219,Architecture & Interior Design,Bengaluru
Antino,2.8,218,Emerging Technologies,Gurugram
Born Group,3.6,217,Marketing & Advertising,Chennai
LoansJagat.com,3.9,217,Financial Services,Noida
Shangri-la Hotels & Resorts,4.2,217,Hospitality,New Delhi
BridgeLabz Solutions,3.2,217,EdTech,Mumbai
Putzmeister Concrete Machines,3.5,217,Industrial Machinery,New Delhi
Bharat Institutions,3.4,217,Education & Training,Hyderabad
U R Rao Satellite Centre,4.4,217,Bengaluru +18 other locations,
Third wave Coffee Roasters,3.5,217,Hospitality,Bengaluru
Decimal Technologies,2.7,217,Software Product,Gurugram
Jindal Worldwide,3.4,217,Fashion & Textile,Ahmedabad
Keolis Hyderabad Metro,3.9,217,Urban Transport,Hyderabad
Tricon Infra Buildtech pvt.Ltd,3.1,217,Engineering & Construction,Pune
Ajax Engineering,3.9,217,Engineering & Construction,Bengaluru
Faiveley Transport,4.0,217,Railways,Hosur
Indo National Limited (Nippo),4.2,217,FMCG,Chennai
MMTC-PAMP,3.8,217,Metals & Mining,Gurugram
FAIRWAY ENTERPRISES,3.9,217,Leather,Krishnagiri
Bodal Chemicals,3.5,217,Chemicals,Vadodara
The Co-operative Bank,3.8,216,Banking,Bengaluru
Software AG,4.3,216,Software Product,Bengaluru
KFA Consultant,1.3,216,Dubai +2 other locations,
Prithvi Innerwears Private Limited,4.8,216,Fashion & Textile,Tiruppur
Chhatrapati Shivaji International Airport,3.5,216,Real Estate,Mumbai
Special Technical Services,4.0,216,Oil & Gas,Muscat
Anlage Infotech,3.2,216,IT Services & Consulting,Bengaluru
Biostadt,4.2,216,Mumbai +58 other locations,
ARKA Fincap,4.2,216,NBFC,Mumbai
TP Northern Odisha Distribution,3.6,216,Power,Balasore
Kerakoll,4.2,217,Building Material,Vadodara
Paramatrix Technologies,3.8,216,Software Product,Mumbai
Vidya Mandir Classes,3.3,216,EdTech,New Delhi
Bajaj Markets,3.1,216,FinTech,Pune
REI Systems,3.9,216,IT Services & Consulting,Pune
Toppan Merrill,3.8,216,Financial Services,Chennai
Mold-Tek Technologies,3.1,216,IT Services & Consulting,Hyderabad
Modicare,3.9,217,Beauty & Personal Care,New Delhi
John Deere Financial,4.3,216,NBFC,Pune
Turito,3.2,216,EdTech,Hyderabad
RateGain,3.7,216,IT Services & Consulting,Noida
Red FM 93.5,3.7,216,Broadcasting,New Delhi
Upstox,3.4,216,FinTech,Mumbai
Navigators Software,4.2,216,IT Services & Consulting,Kolkata
Rotostat Services,3.8,216,Industrial Machinery,Mumbai
Tci Freight,4.2,216,Logistics,Gurugram
C DOT,3.8,216,Telecom,New Delhi
Croma Campus,3.2,216,Education & Training,Noida
Biryani By Kilo,4.3,216,Hospitality,Gurugram
Shivam Infocom,4.4,215,Telecom,New Delhi
Bilt Graphic Paper Products,3.8,215,Pulp & Paper,Pune
Videojet Technologies,3.8,215,Consumer Electronics & Appliances,Mumbai
Infiiloom,3.1,216,Fashion & Textile,Pune
Corrival Corporate Services,4.2,215,Recruitment,Hyderabad
Elofic Industries,4.0,215,Auto Components,Faridabad
Hyundai Motor India Engineering,3.9,215,IT Services & Consulting,Hyderabad
Jesons Industries,3.4,215,Chemicals,Mumbai
MidasCare Pharmaceuticals,3.5,215,Pharma,Mumbai
EagleBurgmann,4.2,215,Industrial Machinery,Pune
Netaxis IT Solutions,3.9,215,IT Services & Consulting,Chennai
Shree Vasu Logistics Limited,3.3,215,Logistics,Raipur
Pradan,3.7,215,Non-Profit,Ranchi
N.K. Realtors,4.2,215,Real Estate,Kolkata
NGK Spark Plugs,4.2,215,Auto Components,Bawal
Kopran,3.7,215,Pharma,Mumbai
Aneja Associates,3.3,215,Accounting & Auditing,Mumbai
Fulcrum Digital,3.5,215,IT Services & Consulting,Pune
NMIMS,3.7,215,Education & Training,Mumbai
Network Intelligence India,3.1,215,Emerging Technologies,Mumbai
IntelliSmart Infrastructure,3.7,215,Power,Gurugram
COWI,4.1,215,Engineering & Construction,Gurugram
AGROCEL INDUSTRIES,4.3,215,Chemicals,Bhuj
Bioseed,4.1,215,Agriculture,Hyderabad
Beri Udyog,3.8,216,Industrial Machinery,Karnal
Exponentia.ai,3.9,217,Emerging Technologies,Mumbai
Destek Infosolutions,4.2,215,IT Services & Consulting,Pune
Emirates Airlines,3.9,215,Aviation,Mumbai
PES Engineers,4.2,216,Engineering & Construction,Hyderabad
Elsamex Maintenance Services,4.1,215,Facility Management Services,Ahmedabad
HEPL - A Cavinkare Group Company,3.4,215,Recruitment,Cuddalore
Cordlife Sciences India,3.4,214,Pharma,Kolkata
Elin Electronics,3.8,215,Ghaziabad +11 other locations,
Mol Information Processing Services India,3.3,214,IT Services & Consulting,Kolkata
Data Patterns,3.3,214,Defence & Aerospace,Chennai
Square Bpo Services,3.2,215,BPO,Hyderabad
BetterPlace Safety Solutions,3.3,214,IT Services & Consulting,Bengaluru
Ensure Support Services,4.4,214,IT Services & Consulting,Chennai
Flyhomes,4.3,214,Internet,Noida
Embassy Services,3.8,214,Facility Management Services,Bengaluru
SBL,3.6,214,IT Services & Consulting,New Delhi
Moody's,3.8,214,Analytics & KPO,Bengaluru
NATIONAL SKILL DEVELOPMENT CORPORATION,3.4,214,Non-Profit,New Delhi
Deep Industries,3.5,214,Oil & Gas,Ahmedabad
Weatherford,3.4,214,Oil & Gas,Mumbai
TransPerfect,3.0,214,Hardware & Networking,Pune
Zamil Air Conditioners,4.1,214,Consumer Electronics & Appliances,New Delhi
KC Overseas Education,3.6,214,EdTech,Nagpur
Programming.Com,3.4,214,IT Services & Consulting,Gurugram
iLink Digital,3.0,215,IT Services & Consulting,Chennai
Rohan Motors,3.7,214,Automobile,New Delhi
Aarav Global Products & Services Private Limited,2.9,214,IT Services & Consulting,Mumbai
Pilot Industries,3.8,214,Metals & Mining,New Delhi
Ashok Iron Works,3.3,214,Industrial Machinery,Belagavi
Mitsubishi Heavy Industries,4.2,214,Industrial Machinery,Mysuru
Simform,3.6,215,IT Services & Consulting,Ahmedabad
FedServ,3.6,214,Banking,Visakhapatnam
Brnd.Me,3.8,214,Internet,Bengaluru
Girnar Care,3.5,214,BPO,Jaipur
Koye Pharmaceuticals,3.1,213,Pharma,Mumbai
Cummins Generator Technologies,4.1,213,Industrial Machinery,Pune
Six Sigma Soft Solutions,3.6,213,IT Services & Consulting,Chennai
Fernandez Hospital,4.4,213,Healthcare,Hyderabad
Aditi Consulting,3.4,213,IT Services & Consulting,Bengaluru
Career Launcher,3.8,214,Education & Training,New Delhi
University Living Accommodation,3.9,213,Internet,Noida
ARaymond,4.0,213,Auto Components,Pune
Tbea Energy,3.9,213,Electrical Equipment,Vadodara
CodSoft,3.8,213,New Delhi +38 other locations,
